,PM1,PM2_5,PM10,Temperature,Humidity,RED,NOX,TEMP,OZONE,PM2.5
2019-07-28 09:00:00+00:00,3.354171052631579,4.724671052631579,5.429947368421051,27.237105263157893,87.83592105263155,1370.8552631578948,888.75,22.2,37.0,7.7
2019-07-28 10:00:00+00:00,3.988638888888888,5.595652777777776,6.450222222222219,25.842777777777783,93.54708333333332,1377.763888888889,977.3055555555557,21.7,31.0,7.6
2019-07-28 11:00:00+00:00,3.7448860759493687,5.20687341772152,5.935253164556963,26.55443037974684,90.17012658227848,1357.4556962025315,847.0759493670886,21.1,34.0,6.5
2019-07-28 12:00:00+00:00,5.505724999999999,7.397162499999996,8.667912499999996,26.06337499999999,93.06575,1404.1875,1068.35,21.1,26.0,8.3
2019-07-28 13:00:00+00:00,5.14109523809524,6.892642857142861,7.833309523809519,32.26523809523808,83.01011904761909,1422.1190476190477,1497.2142857142858,21.1,30.0,8.7
2019-07-28 14:00:00+00:00,4.282896103896106,5.662519480519479,6.102129870129869,38.862467532467534,71.10831168831167,1423.974025974026,967.961038961039,22.8,33.0,6.3
2019-07-28 15:00:00+00:00,3.904616438356164,5.096794520547944,5.603616438356164,41.393424657534254,66.59438356164384,1419.86301369863,1012.3698630136986,25.0,37.0,5.5
2019-07-28 16:00:00+00:00,3.807142857142856,4.952314285714288,5.303842857142856,45.03842857142858,61.32800000000002,1405.2142857142858,1009.3,26.7,42.0,7.9
2019-07-28 17:00:00+00:00,3.010425,4.0002625,4.3531,49.61787500000001,56.95799999999999,1407.975,1062.35,28.9,51.0,7.0
2019-07-28 18:00:00+00:00,1.8988607594936715,2.6035822784810123,2.8470759493670896,52.29696202531643,52.240379746835416,1449.2784810126582,1141.0253164556962,30.6,52.0,5.2
2019-07-28 19:00:00+00:00,2.1823636363636347,2.999090909090909,3.295194805194806,57.03532467532465,47.612207792207776,1435.571428571429,1280.753246753247,32.2,59.0,4.4
2019-07-28 20:00:00+00:00,2.0089041095890408,2.689027397260274,2.909520547945204,59.64315068493149,44.600684931506855,1456.86301369863,1380.7534246575342,33.3,60.0,4.0
2019-07-28 21:00:00+00:00,2.3693875000000006,3.0983,3.2602125000000006,59.893749999999976,42.54062499999999,1448.5375,1642.525,33.3,62.0,3.9
2019-07-28 22:00:00+00:00,1.9669210526315788,2.671105263157895,2.824434210526316,57.79105263157892,42.86513157894738,1427.078947368421,1285.5657894736842,33.3,60.0,3.7
2019-07-28 23:00:00+00:00,1.6915189873417729,2.467658227848101,2.7343797468354443,49.232658227848106,47.01468354430378,1354.772151898734,998.367088607595,33.9,62.0,3.4
2019-07-29 00:00:00+00:00,1.6388533333333335,2.4267733333333346,2.7462133333333334,45.19106666666666,49.58426666666667,1325.5466666666666,889.0533333333333,34.4,58.0,3.4
2019-07-29 01:00:00+00:00,1.043351351351351,1.791013513513514,1.9695675675675663,47.502027027027,49.32337837837836,1370.162162162162,1030.1486486486488,33.9,56.0,4.0
2019-07-29 02:00:00+00:00,2.024228571428572,2.925428571428572,3.253357142857144,38.10042857142857,59.861857142857126,1346.142857142857,857.0428571428571,33.3,52.0,5.4
2019-07-29 03:00:00+00:00,2.004055555555556,2.851555555555556,3.232166666666666,34.05944444444444,64.43458333333336,1323.361111111111,792.2222222222222,31.1,51.0,6.0
2019-07-29 04:00:00+00:00,2.1532400000000007,3.093106666666667,3.529226666666669,33.148266666666665,65.03946666666666,1315.9733333333334,761.6133333333333,27.8,51.0,6.2
2019-07-29 05:00:00+00:00,2.2705,3.228166666666666,3.7560555555555535,32.236111111111114,65.63166666666669,1317.513888888889,772.3611111111111,27.8,44.0,6.1
2019-07-29 06:00:00+00:00,2.7986811594202905,4.008898550724638,4.700260869565218,31.07,69.09376811594203,1343.072463768116,929.1014492753624,26.7,39.0,6.6
2019-07-29 07:00:00+00:00,2.815380281690141,4.017464788732396,4.637915492957749,29.91563380281691,71.19394366197183,1336.9859154929577,857.0985915492957,26.4,37.0,6.8
2019-07-29 08:00:00+00:00,2.8517375,4.014037500000001,4.5554000000000014,29.431375000000003,71.31287499999998,1327.4,812.775,26.1,38.0,6.6
2019-07-29 09:00:00+00:00,2.913305555555556,4.253944444444446,5.030763888888887,28.78680555555556,74.48902777777778,1335.1527777777778,841.8333333333334,25.6,36.0,6.7
2019-07-29 10:00:00+00:00,3.049884615384614,4.383487179487181,5.019217948717948,29.35628205128205,72.04923076923076,1328.8589743589744,817.3333333333334,24.4,34.0,6.9
2019-07-29 11:00:00+00:00,3.824500000000001,5.102973684210528,5.872513157894738,28.5142105263158,75.93013157894737,1342.1052631578948,851.0131578947369,24.4,34.0,7.5
2019-07-29 12:00:00+00:00,3.7770886075949375,5.116025316455694,5.756291139240503,28.528734177215195,79.82037974683544,1387.139240506329,984.3544303797468,23.9,31.0,6.4
2019-07-29 13:00:00+00:00,3.9944594594594585,5.375986486486488,6.20187837837838,30.083378378378374,78.11702702702706,1410.9324324324325,1476.5405405405406,23.9,31.0,5.4
2019-07-29 14:00:00+00:00,3.5965753424657536,4.97846575342466,5.870041095890412,34.356301369863026,75.28465753424658,1444.054794520548,1150.7945205479452,23.9,28.0,6.3
2019-07-29 15:00:00+00:00,2.978521126760564,4.012577464788732,4.646661971830984,43.23591549295774,59.555633802816885,1422.5774647887324,1104.0704225352113,26.1,33.0,5.8
2019-07-29 16:00:00+00:00,3.1726875000000003,4.226487499999999,4.836,43.25587500000002,59.78637499999997,1409.0625,1094.4625,29.4,38.0,5.9
2019-07-29 17:00:00+00:00,1.9672151898734167,2.8193164556962027,3.385468354430381,51.66772151898736,51.82354430379751,1434.5443037974685,1214.253164556962,31.1,41.0,5.1
2019-07-29 18:00:00+00:00,1.6283333333333332,2.3549200000000003,2.8715466666666667,56.96986666666664,46.824000000000005,1451.44,1317.0533333333333,33.9,46.0,4.3
2019-07-29 19:00:00+00:00,0.1204861111111111,0.4862916666666664,0.6939722222222221,54.26208333333332,43.81124999999999,1378.875,1195.7222222222222,35.0,49.0,2.7
2019-07-29 20:00:00+00:00,0.3432051282051281,0.8855384615384616,1.1231538461538464,49.85641025641023,46.29166666666663,1357.1410256410256,1064.974358974359,35.6,54.0,2.3
2019-07-29 21:00:00+00:00,0.1950128205128205,0.6329743589743588,0.8861538461538456,52.729615384615386,44.00397435897437,1381.628205128205,1514.128205128205,36.7,53.0,2.3
2019-07-29 22:00:00+00:00,0.1725277777777779,0.6440972222222222,0.9321249999999996,50.97208333333333,43.67055555555556,1354.75,981.9027777777778,37.2,53.0,2.4
2019-07-29 23:00:00+00:00,0.0089350649350649,0.2247922077922079,0.4592727272727269,49.63883116883117,43.936363636363645,1337.7792207792209,972.0,38.3,51.0,2.3
2019-07-30 00:00:00+00:00,0.585157142857143,1.0049714285714286,1.2839571428571426,44.1642857142857,47.84871428571431,1319.4571428571428,833.7857142857143,37.8,52.0,2.5
2019-07-30 01:00:00+00:00,0.3637051282051282,0.8134102564102567,1.2348076923076925,44.91846153846153,49.26153846153847,1363.025641025641,960.448717948718,36.1,48.0,3.1
2019-07-30 02:00:00+00:00,2.4022205882352945,3.3318088235294123,3.981044117647059,38.99294117647059,59.61191176470588,1402.1911764705883,1051.514705882353,35.6,43.0,5.0
2019-07-30 03:00:00+00:00,0.9454875,1.5362499999999997,1.8992375,36.052375,59.614125,1339.5,849.8125,32.2,47.0,3.8
2019-07-30 04:00:00+00:00,1.3666142857142858,2.090314285714286,2.525585714285713,34.99657142857143,60.73128571428571,1354.3,902.3714285714286,31.1,38.0,3.9
2019-07-30 05:00:00+00:00,1.743986842105263,2.54142105263158,3.2166842105263167,33.848947368421065,61.66263157894736,1345.0394736842106,866.171052631579,30.0,35.0,4.6
2019-07-30 06:00:00+00:00,1.3429863013698629,2.114232876712329,2.6766164383561644,32.906027397260296,62.50506849315066,1343.876712328767,860.8493150684932,28.3,33.0,5.1
2019-07-30 07:00:00+00:00,0.6488108108108107,1.2173918918918916,1.7033648648648647,34.420810810810806,56.87013513513512,1334.4324324324325,823.472972972973,28.9,39.0,4.8
2019-07-30 08:00:00+00:00,0.4880384615384613,1.0215641025641025,1.385435897435897,33.03846153846155,59.666538461538494,1315.0384615384614,797.3461538461538,29.4,35.0,4.0
2019-07-30 09:00:00+00:00,0.6460375,1.2124125000000003,1.849725,29.297125,68.05249999999998,1345.575,858.7,28.9,32.0,4.2
2019-07-30 10:00:00+00:00,0.6457466666666667,1.2836266666666665,1.951906666666667,27.49493333333332,73.35226666666664,1357.5333333333333,913.0666666666668,27.2,29.0,5.0
2019-07-30 11:00:00+00:00,0.6974074074074078,1.3820864197530862,2.2383456790123453,26.935802469135805,74.19432098765432,1362.2592592592594,946.8024691358024,25.6,26.0,5.5
2019-07-30 12:00:00+00:00,0.6134285714285718,1.2011547619047622,1.9379285714285728,27.06476190476192,72.7680952380952,1377.095238095238,1026.1309523809523,21.7,21.0,5.4
2019-07-30 13:00:00+00:00,0.5960886075949366,1.1919746835443046,1.7865189873417724,34.935443037974686,64.48936708860762,1411.860759493671,1498.240506329114,21.7,27.0,5.1
2019-07-30 14:00:00+00:00,0.4689743589743588,0.8925,1.235282051282051,43.66128205128205,56.49794871794872,1430.8333333333333,1035.6923076923076,25.0,32.0,4.3
2019-07-30 15:00:00+00:00,0.2261267605633803,0.6500845070422534,1.096098591549296,46.7823943661972,51.84366197183097,1453.8309859154929,1100.4929577464789,28.3,39.0,3.2
2019-07-30 16:00:00+00:00,0.2926351351351351,0.8962567567567566,1.350824324324324,49.28756756756758,49.83905405405406,1408.6216216216217,1084.8243243243244,30.0,42.0,2.8
2019-07-30 17:00:00+00:00,0.3699090909090909,0.9674935064935064,1.4237922077922074,54.41831168831168,46.13610389610388,1420.4025974025974,1192.5974025974026,31.7,48.0,3.0
2019-07-30 18:00:00+00:00,0.0388734177215189,0.3948734177215188,0.9295189873417724,50.516075949367085,43.53911392405064,1336.6835443037974,1026.4556962025315,34.4,52.0,2.9
2019-07-30 19:00:00+00:00,0.0178533333333333,0.1086133333333333,0.4155600000000001,53.49626666666666,41.74253333333333,1350.2,1118.6933333333334,35.6,50.0,2.6
2019-07-30 20:00:00+00:00,0.0,0.0,0.0787922077922077,55.708831168831146,40.30584415584417,1403.1038961038962,1209.974025974026,36.1,53.0,2.1
2019-07-30 21:00:00+00:00,0.1063972602739726,0.2577397260273973,0.4220684931506849,58.038356164383565,39.58041095890411,1402.5890410958905,1590.041095890411,36.7,54.0,1.9
2019-07-30 22:00:00+00:00,0.1470694444444444,0.4676944444444443,0.8136388888888889,52.08652777777778,43.21194444444443,1358.1944444444443,1068.1944444444443,36.7,57.0,2.8
2019-07-30 23:00:00+00:00,0.0585324675324675,0.3210259740259739,0.6004805194805195,48.59545454545456,44.90480519480519,1342.142857142857,924.051948051948,37.8,55.0,2.9
2019-07-31 00:00:00+00:00,0.2700540540540541,0.6968783783783784,1.0955540540540538,46.15851351351353,48.34162162162162,1350.2702702702702,913.6486486486486,37.2,57.0,3.5
2019-07-31 01:00:00+00:00,0.0044473684210526,0.1416447368421053,0.3436315789473685,49.25184210526315,47.136184210526295,1432.0,1100.0,36.7,54.0,3.7
2019-07-31 02:00:00+00:00,0.963689189189189,1.5172972972972971,1.947027027027028,39.82054054054054,53.9835135135135,1352.4054054054054,895.472972972973,35.0,50.0,4.6
2019-07-31 03:00:00+00:00,0.2436329113924052,0.67246835443038,1.0689620253164551,35.5592405063291,55.63873417721523,1306.367088607595,768.2025316455696,31.7,50.0,4.4
2019-07-31 04:00:00+00:00,0.4833589743589742,0.9078589743589742,1.3175256410256415,35.36410256410256,54.86576923076922,1286.8974358974358,760.6666666666666,30.6,48.0,4.3
2019-07-31 05:00:00+00:00,0.6468493150684931,1.095712328767123,1.685520547945205,34.95684931506849,57.6649315068493,1381.876712328767,909.808219178082,30.0,41.0,4.7
2019-07-31 06:00:00+00:00,0.6473888888888891,1.2165694444444446,1.7339444444444445,33.883611111111094,62.83986111111113,1356.9166666666667,892.875,29.4,38.0,5.5
2019-07-31 07:00:00+00:00,0.7592857142857141,1.3725000000000005,1.9460571428571427,34.36514285714284,63.32871428571431,1340.4,833.2428571428571,29.7,38.0,7.1
2019-07-31 08:00:00+00:00,0.7335874999999998,1.437475,2.1126625,35.5445,61.500375000000005,1327.45,833.475,30.0,41.0,7.0
2019-07-31 09:00:00+00:00,0.7447179487179488,1.431102564102564,2.117923076923076,35.25474358974359,62.67589743589743,1321.0897435897436,787.7435897435897,30.6,41.0,7.1
2019-07-31 10:00:00+00:00,0.7753134328358209,1.4804626865671642,2.172791044776119,34.49149253731343,64.96611940298506,1392.2089552238806,863.2985074626865,29.4,39.0,7.3
2019-07-31 11:00:00+00:00,0.8316172839506172,1.524382716049382,2.312851851851853,33.42790123456792,66.41098765432099,1352.5061728395062,867.9629629629629,28.3,39.0,7.4
2019-07-31 12:00:00+00:00,0.8762168674698798,1.6965903614457836,2.433686746987952,32.10638554216868,69.19325301204815,1365.987951807229,913.6867469879518,28.3,39.0,7.3
2019-07-31 13:00:00+00:00,1.1837529411764711,2.081329411764705,2.8026000000000004,34.14152941176472,66.88647058823534,1386.0941176470587,1381.0588235294117,28.3,39.0,7.1
2019-07-31 14:00:00+00:00,0.9425454545454542,1.7985064935064934,2.6178181818181807,36.83779220779221,67.47584415584413,1428.246753246753,1001.7012987012988,28.3,36.0,6.2
2019-07-31 15:00:00+00:00,1.8972894736842103,2.9912499999999995,3.985565789473685,36.106842105263134,67.83131578947369,1418.592105263158,1039.4473684210527,28.9,34.0,4.5
2019-07-31 16:00:00+00:00,1.7458051948051951,2.889376623376624,4.074987012987013,39.71766233766234,64.43038961038964,1431.1038961038962,1104.4545454545455,31.1,36.0,5.0
2019-07-31 17:00:00+00:00,0.5182399999999999,1.0828133333333334,1.6793199999999997,44.00279999999997,58.01066666666667,1405.3866666666668,1056.0,30.6,39.0,4.7
2019-07-31 18:00:00+00:00,0.601475,1.1203,1.5383625000000003,43.10374999999999,56.38224999999998,1372.3625,962.15,32.8,44.0,4.4
2019-07-31 19:00:00+00:00,1.5252957746478868,2.447295774647888,3.1562676056338024,38.7749295774648,60.37971830985917,1350.1830985915492,878.1549295774648,31.7,41.0,5.5
2019-07-31 20:00:00+00:00,1.0165526315789477,1.7353552631578948,2.605197368421053,37.04263157894737,67.19486842105265,1358.3684210526317,842.2368421052631,31.1,45.0,6.5
2019-07-31 21:00:00+00:00,0.6141315789473684,1.206921052631579,1.6637368421052632,33.14328947368423,78.54592105263158,1375.5526315789473,1325.657894736842,27.2,44.0,5.1
2019-07-31 22:00:00+00:00,1.7087662337662333,2.7015454545454545,3.3310000000000004,28.583246753246744,99.78584415584405,1394.2597402597405,794.2207792207793,25.0,43.0,3.7
2019-07-31 23:00:00+00:00,1.8540740740740744,2.85216049382716,3.526580246913582,27.437530864197544,99.98999999999984,1405.1728395061727,911.9876543209876,22.8,37.0,2.6
2019-08-01 00:00:00+00:00,2.284371794871795,3.4330256410256417,4.189089743589743,26.245256410256417,99.98999999999984,1446.2051282051282,941.3333333333334,20.6,33.0,2.3
2019-08-01 01:00:00+00:00,1.81215,2.6879374999999994,3.1462375000000007,27.286249999999995,99.98999999999984,1367.0,800.7125,21.1,36.0,2.4
2019-08-01 02:00:00+00:00,2.9514266666666664,4.219293333333335,4.866413333333332,27.619066666666665,99.98999999999984,1404.746666666667,911.2933333333332,22.2,34.0,4.2
2019-08-01 03:00:00+00:00,3.0306891891891894,4.185540540540542,4.772648648648645,27.58675675675676,99.99013513513498,1411.918918918919,1005.8378378378378,21.7,32.0,4.2
2019-08-01 04:00:00+00:00,3.741454545454546,5.047077922077921,5.689701298701299,26.88233766233767,99.98999999999984,1430.090909090909,1057.4155844155844,21.1,30.0,3.6
2019-08-01 05:00:00+00:00,3.264481012658228,4.643632911392406,5.336177215189871,26.13949367088607,99.98999999999984,1420.886075949367,1040.2911392405065,20.6,28.0,3.8
2019-08-01 06:00:00+00:00,1.2281052631578948,1.938092105263158,2.210552631578948,25.570526315789472,99.98999999999984,1364.421052631579,908.0394736842104,20.6,30.0,3.0
2019-08-01 07:00:00+00:00,1.8221216216216207,2.604675675675676,2.939324324324324,25.28283783783783,99.98999999999984,1372.162162162162,890.6216216216217,20.3,29.0,4.5
2019-08-01 08:00:00+00:00,2.2525945945945947,3.218608108108109,3.73595945945946,25.197972972972973,99.98999999999984,1397.8783783783783,1020.7567567567568,20.0,24.0,5.2
2019-08-01 09:00:00+00:00,1.7780789473684209,2.5738157894736844,2.944394736842105,25.54210526315788,99.98999999999984,1374.2763157894738,906.1052631578948,19.4,26.0,4.3
2019-08-01 10:00:00+00:00,2.1657763157894734,3.1040921052631587,3.4588815789473686,25.06855263157896,99.98999999999984,1440.9342105263158,1078.171052631579,18.9,23.0,4.7
2019-08-01 11:00:00+00:00,2.367843373493974,3.3774096385542167,3.921987951807229,24.575301204819272,99.98999999999984,1403.1807228915663,1066.2530120481929,18.3,23.0,3.9
2019-08-01 12:00:00+00:00,3.1777215189873416,4.446202531645571,5.052455696202534,25.02430379746836,99.98999999999984,1428.1898734177216,1220.9367088607594,18.3,21.0,4.1
2019-08-01 13:00:00+00:00,2.7938354430379744,3.9238860759493672,4.440329113924052,31.28506329113925,94.65873417721518,1451.2911392405065,1653.4050632911392,19.4,23.0,5.3
2019-08-01 14:00:00+00:00,3.2625384615384614,4.368512820512822,4.931987179487181,37.06384615384616,83.31897435897432,1456.3076923076924,1143.2307692307693,21.1,24.0,4.9
2019-08-01 15:00:00+00:00,2.935763157894737,3.930578947368424,4.399026315789475,37.04328947368423,81.84776315789475,1432.171052631579,1060.842105263158,22.2,29.0,3.9
2019-08-01 16:00:00+00:00,2.791526315789473,3.7181710526315768,4.1281842105263165,41.524605263157866,72.97973684210528,1421.328947368421,1039.921052631579,25.0,32.0,4.1
2019-08-01 17:00:00+00:00,2.9482000000000004,3.8845066666666654,4.224520000000002,46.28973333333335,66.03026666666666,1423.76,1080.986666666667,25.6,38.0,4.1
2019-08-01 18:00:00+00:00,2.609075949367089,3.484518987341773,3.851544303797468,47.86291139240507,62.713291139240496,1419.2784810126582,1091.26582278481,27.2,44.0,3.3
2019-08-01 19:00:00+00:00,2.0714567901234564,2.739962962962964,3.1617160493827168,52.35530864197533,56.76666666666662,1421.432098765432,1167.9012345679012,28.3,51.0,3.5
2019-08-01 20:00:00+00:00,1.6853376623376626,2.306935064935065,2.591181818181818,54.91688311688311,53.42818181818184,1499.4935064935064,1208.3896103896104,30.0,57.0,4.2
2019-08-01 21:00:00+00:00,1.4399264705882355,2.012808823529412,2.2592647058823534,56.502941176470586,51.30441176470589,1442.2058823529412,1542.1323529411766,31.1,63.0,4.7
2019-08-01 22:00:00+00:00,1.0420270270270269,1.5160945945945947,1.7875135135135136,56.51472972972973,49.62216216216218,1427.472972972973,1212.2432432432431,32.2,64.0,4.8
2019-08-01 23:00:00+00:00,1.8668493150684933,2.553150684931506,2.976684931506849,48.25095890410957,55.700547945205486,1352.917808219178,909.4109589041096,32.8,67.0,5.2
2019-08-02 00:00:00+00:00,1.6593239436619718,2.3345211267605643,2.8175633802816904,43.18873239436621,60.88478873239438,1343.7323943661972,821.8591549295775,33.3,65.0,5.1
2019-08-02 01:00:00+00:00,0.5414074074074071,0.9375185185185188,1.320456790123457,44.26172839506171,58.74987654320991,1366.0,952.20987654321,32.2,63.0,4.4
2019-08-02 02:00:00+00:00,1.159,1.8397571428571435,2.1104857142857143,37.66728571428572,65.78714285714285,1348.4,820.1714285714286,31.7,60.0,4.8
2019-08-02 03:00:00+00:00,2.0545641025641026,2.893320512820512,3.3055641025641025,34.99346153846152,72.93320512820512,1355.5,853.9102564102565,30.0,56.0,5.7
2019-08-02 04:00:00+00:00,2.1282,2.897333333333333,3.3258,33.28986666666666,48.21853333333333,1370.8,896.0,28.9,50.0,4.1
2019-08-02 05:00:00+00:00,2.044818181818182,2.9282207792207795,3.3169480519480508,31.316103896103904,79.30870129870125,1340.1948051948052,809.0,27.8,49.0,3.6
2019-08-02 06:00:00+00:00,2.27112,3.1431066666666667,3.6856266666666655,30.750000000000007,51.42680000000003,1318.0533333333333,713.84,25.6,49.0,4.2
2019-08-02 07:00:00+00:00,2.687700000000001,3.613775,4.138262499999999,30.760624999999987,81.16475000000003,1313.175,741.9625,25.0,48.0,6.6
2019-08-02 08:00:00+00:00,2.7407631578947367,3.789302631578948,4.38403947368421,29.88092105263157,83.42815789473683,1341.171052631579,782.1447368421053,24.4,45.0,7.7
2019-08-02 09:00:00+00:00,2.878923076923077,3.9018846153846143,4.5208076923076925,28.982692307692314,59.53589743589742,1348.4615384615386,809.3717948717949,23.9,43.0,7.7
2019-08-02 10:00:00+00:00,3.317792207792208,4.3007792207792175,4.780532467532469,29.603896103896105,85.09493506493509,1324.1038961038962,739.6233766233767,24.4,46.0,6.7
2019-08-02 11:00:00+00:00,3.1834102564102578,4.250038461538462,4.624012820512822,29.52538461538461,70.50038461538463,1339.4102564102564,798.3717948717949,22.8,42.0,6.9
2019-08-02 12:00:00+00:00,3.461192307692309,4.588525641025642,5.18921794871795,28.63589743589745,86.93730769230768,1369.1538461538462,896.5,21.1,40.0,8.8
2019-08-02 13:00:00+00:00,3.859194444444444,5.152444444444445,5.8395416666666655,34.42097222222224,80.78916666666666,1449.1944444444443,1627.1527777777778,21.7,35.0,9.8
2019-08-02 14:00:00+00:00,3.5664444444444454,4.769851851851852,5.430135802469136,40.01197530864198,70.1864197530864,1462.9506172839506,970.320987654321,23.9,38.0,7.0
2019-08-02 15:00:00+00:00,3.5586486486486484,4.7542837837837855,5.308770270270271,41.460810810810806,66.46729729729729,1413.9324324324325,1008.6891891891892,26.1,40.0,6.0
